,Event,Gender,Location,Year,Medal,Name,Nationality,Result
377,400M Hurdles,M,Amsterdam,1928,B,Morgan TAYLOR,USA,53.6
378,400M Hurdles,M,Amsterdam,1928,G,David George BURGHLEY,GBR,53.4
379,400M,M,Amsterdam,1928,B,Joachim BÃCHNER,GER,48.2
380,800M,M,Amsterdam,1928,B,Hermann ENGELHARD,GER,1:53.2
381,200M,M,Amsterdam,1928,B,Helmut KÃRNIG,GER,21.9
382,200M,M,Amsterdam,1928,S,Walter RANGELEY,GBR,21.9
383,200M,M,Amsterdam,1928,G,Percy WILLIAMS,CAN,21.8
384,4X100M Relay,M,Amsterdam,1928,S,,GER,
385,4X100M Relay,M,Amsterdam,1928,B,,GBR,
386,Decathlon,M,Amsterdam,1928,G,Paavo YRJÃLÃ,FIN,8053.29  P.
387,4X400M Relay,M,Amsterdam,1928,S,,GER,
388,400M,M,Amsterdam,1928,S,James BALL,CAN,48.0
389,400M,M,Amsterdam,1928,G,Raymond James BARBUTI,USA,47.8
390,100M,M,Amsterdam,1928,B,Georg LAMMERS,GER,10.9
391,100M,M,Amsterdam,1928,S,Jack LONDON,GBR,10.9
392,100M,M,Amsterdam,1928,G,Percy WILLIAMS,CAN,10.8
393,3000M Steeplechase,M,Amsterdam,1928,B,Ove ANDERSEN,FIN,9:35.6
394,3000M Steeplechase,M,Amsterdam,1928,S,Paavo NURMI,FIN,9:31.2
395,4X400M Relay,M,Amsterdam,1928,B,,CAN,
396,800M,M,Amsterdam,1928,G,Douglas LOWE,GBR,1:51.8
397,800M,M,Amsterdam,1928,S,Erik BYLÃHN,SWE,1:52.8
398,100M,W,Amsterdam,1928,S,Fanny ROSENFELD,CAN,
399,400M Hurdles,M,Amsterdam,1928,S,Frank CUHEL,USA,53.6
400,Discus Throw,W,Amsterdam,1928,G,Halina KONOPACKA,POL,39.62
401,Decathlon,M,Amsterdam,1928,S,Aki JÃRVINEN,FIN,7931.50  P.
402,Decathlon,M,Amsterdam,1928,B,John Kenneth DOHERTY,USA,7706.65  P.
403,Long Jump,M,Amsterdam,1928,G,Edward Barton HAMM,USA,7.73
404,100M,W,Amsterdam,1928,G,Elizabeth ROBINSON,USA,12.2
405,Long Jump,M,Amsterdam,1928,S,Sylvio CATOR,HAI,7.58
406,110M Hurdles,M,Amsterdam,1928,B,John COLLIER,USA,14.9
407,Discus Throw,W,Amsterdam,1928,B,Ruth SVEDBERG,SWE,35.92
408,4X400M Relay,M,Amsterdam,1928,G,,USA,3:14.2
409,4X100M Relay,W,Amsterdam,1928,G,,CAN,48.4
410,Long Jump,M,Amsterdam,1928,B,Al BATES,USA,7.4
411,4X100M Relay,M,Amsterdam,1928,G,,USA,41.0
412,Discus Throw,W,Amsterdam,1928,S,Lillian COPELAND,USA,37.08
413,50Km Race Walk,M,Los Angeles,1932,G,Thomas William GREEN,GBR,4:50:10
414,Pole Vault,M,Los Angeles,1932,G,William Waring MILLER,USA,4.315
415,Marathon,M,Los Angeles,1932,G,Juan Carlos ZABALA,ARG,2:31:36
416,50Km Race Walk,M,Los Angeles,1932,B,Ugo FRIGERIO,ITA,4:59:06
417,Pole Vault,M,Los Angeles,1932,S,Shuhei NISHIDA,JPN,4.3
418,Pole Vault,M,Los Angeles,1932,B,George JEFFERSON,USA,4.2
419,50Km Race Walk,M,Los Angeles,1932,S,Janis DALINS,LAT,4:57:20
420,4X400M Relay,M,Los Angeles,1932,S,,GBR,3:11.2
421,3000M Steeplechase,M,Los Angeles,1932,S,Thomas EVENSON,GBR,10:46.0
422,4X400M Relay,M,Los Angeles,1932,G,,USA,3:08.2
423,Discus Throw,W,Los Angeles,1932,G,Lillian COPELAND,USA,40.58
424,400M Hurdles,M,Los Angeles,1932,B,Morgan TAYLOR,USA,52.0
425,400M Hurdles,M,Los Angeles,1932,S,Glenn HARDIN,USA,51.9
426,400M Hurdles,M,Los Angeles,1932,G,Robert Morton Newburgh TISDALL,IRL,51.8
427,Decathlon,M,Los Angeles,1932,G,Jim BAUSCH,USA,8.462.235
428,Decathlon,M,Los Angeles,1932,S,Aki JÃRVINEN,FIN,8292.48
429,Decathlon,M,Los Angeles,1932,B,Wolrad EBERLE,GER,8.030.805
430,Discus Throw,W,Los Angeles,1932,S,Ruth OSBURN,USA,40.12
431,Discus Throw,W,Los Angeles,1932,B,Jadwiga WAJS,POL,38.74
432,800M,M,Los Angeles,1932,G,Thomas HAMPSON,GBR,1:49.8
433,800M,M,Los Angeles,1932,S,Alex WILSON,CAN,1:49.9
434,800M,M,Los Angeles,1932,B,Philip EDWARDS,CAN,
435,4X400M Relay,M,Los Angeles,1932,B,,CAN,3:12.8
436,400M,M,Los Angeles,1932,G,William Arthur CARR,USA,46.2
437,400M,M,Los Angeles,1932,S,Benjamin Bangs EASTMAN,USA,46.4
438,400M,M,Los Angeles,1932,B,Alex WILSON,CAN,47.4
439,5000M,M,Los Angeles,1932,G,Lauri LEHTINEN,FIN,14:30.0
440,5000M,M,Los Angeles,1932,S,Ralph HILL,USA,14:30.0
441,5000M,M,Los Angeles,1932,B,Lauri VIRTANEN,FIN,14:44.0
442,4X100M Relay,W,Los Angeles,1932,G,,USA,47.0
443,4X100M Relay,W,Los Angeles,1932,S,,CAN,47.0
444,4X100M Relay,W,Los Angeles,1932,B,,GBR,47.6
445,4X100M Relay,M,Los Angeles,1932,B,,ITA,41.2
446,4X100M Relay,M,Los Angeles,1932,S,,GER,40.9
447,4X100M Relay,M,Los Angeles,1932,G,,USA,40.0
448,3000M Steeplechase,M,Los Angeles,1932,B,Joseph MCCLUSKEY,USA,10:46.2
449,3000M Steeplechase,M,Los Angeles,1932,G,Volmari ISO-HOLLO,FIN,10:33.4
450,Marathon,M,Los Angeles,1932,B,Armas TOIVONEN,FIN,2:32:12
451,Marathon,M,Los Angeles,1932,S,Samuel FERRIS,GBR,2:31:55
452,Javelin Throw,M,Los Angeles,1932,G,Matti JÃRVINEN,FIN,72.71
453,Javelin Throw,M,Los Angeles,1932,B,Eino PENTTILÃ,FIN,68.7
454,Triple Jump,M,Los Angeles,1932,G,Chuhei NAMBU,JPN,15.72
455,Triple Jump,M,Los Angeles,1932,S,Eric SVENSSON,SWE,15.32
456,Shot Put,M,Los Angeles,1932,B,Franti?ek DOUDA,TCH,15.61
457,10000M,M,Los Angeles,1932,B,Lauri VIRTANEN,FIN,30:35.0
458,Long Jump,M,Los Angeles,1932,S,Lambert REDD,USA,7.6
459,Long Jump,M,Los Angeles,1932,G,Edward Lansing GORDON,USA,7.64
460,High Jump,M,Los Angeles,1932,G,Duncan MCNAUGHTON,CAN,1.97
461,Shot Put,M,Los Angeles,1932,S,Harlow ROTHERT,USA,15.67
462,Shot Put,M,Los Angeles,1932,G,Leo SEXTON,USA,16.0
463,Hammer Throw,M,Los Angeles,1932,B,Peter ZAREMBA,USA,50.33
464,High Jump,M,Los Angeles,1932,S,Robert VAN OSDEL,USA,1.97
465,High Jump,M,Los Angeles,1932,B,Simeon TORIBIO,PHI,1.97
466,High Jump,W,Los Angeles,1932,G,Jean SHILEY,USA,1.65
467,High Jump,W,Los Angeles,1932,S,Mildred DIDRIKSON,USA,1.65
468,High Jump,W,Los Angeles,1932,B,Eva DAWES,CAN,1.6
469,100M,M,Los Angeles,1932,G,Eddie TOLAN,USA,10.3
470,100M,M,Los Angeles,1932,S,Ralph METCALFE,USA,10.3
471,100M,M,Los Angeles,1932,B,Arthur JONATH,GER,10.4
472,Hammer Throw,M,Los Angeles,1932,S,Ville PÃRHÃLÃ,FIN,52.27
473,10000M,M,Los Angeles,1932,S,Volmari ISO-HOLLO,FIN,30:12.6
474,100M,W,Los Angeles,1932,B,Wilhelmina VON BREMEN,USA,12.0
475,10000M,M,Los Angeles,1932,G,Janusz KUSOCINSKI,POL,30:11.4
476,Hammer Throw,M,Los Angeles,1932,G,Patrick O'CALLAGHAN,IRL,53.92
477,200M,M,Los Angeles,1932,B,Ralph METCALFE,USA,21.5
478,200M,M,Los Angeles,1932,S,George SIMPSON,USA,21.4
479,200M,M,Los Angeles,1932,G,Eddie TOLAN,USA,21.2
480,Javelin Throw,M,Los Angeles,1932,S,Matti SIPPALA,FIN,69.8
481,110M Hurdles,M,Los Angeles,1932,G,George SALING,USA,14.6
482,Triple Jump,M,Los Angeles,1932,B,Kenkichi OSHIMA,JPN,15.12
483,Discus Throw,M,Los Angeles,1932,S,Henri LABORDE,USA,48.47
484,Javelin Throw,W,Los Angeles,1932,G,Mildred DIDRIKSON,USA,43.68
485,100M,W,Los Angeles,1932,S,Hilda STRIKE,CAN,11.9
486,110M Hurdles,M,Los Angeles,1932,B,Donald FINLAY,GBR,14.8
487,110M Hurdles,M,Los Angeles,1932,S,Percy BEARD,USA,14.7
488,1500M,M,Los Angeles,1932,G,Luigi BECCALI,ITA,3:51.2
489,Discus Throw,M,Los Angeles,1932,G,John ANDERSON,USA,49.49
490,Javelin Throw,W,Los Angeles,1932,S,Ellen BRAUMÃLLER,GER,43.49
491,Javelin Throw,W,Los Angeles,1932,B,Tilly FLEISCHER,GER,43.0
492,Long Jump,M,Los Angeles,1932,B,Chuhei NAMBU,JPN,7.45
493,1500M,M,Los Angeles,1932,S,John CORNES,GBR,3:52.6
494,1500M,M,Los Angeles,1932,B,Philip EDWARDS,CAN,
495,100M,W,Los Angeles,1932,G,Stanislawa WALASIEWICZ,POL,11.9
496,Discus Throw,M,Los Angeles,1932,B,Paul WINTER,FRA,47.85
497,1500M,M,Berlin,1936,S,Glenn CUNNINGHAM,USA,3:48.4
498,1500M,M,Berlin,1936,B,Luigi BECCALI,ITA,3:49.2
499,1500M,M,Berlin,1936,G,John LOVELOCK,NZL,3:47.8
500,50Km Race Walk,M,Berlin,1936,B,Adalberts BUBENKO,LAT,4:32:42.2
501,Javelin Throw,W,Berlin,1936,G,Tilly FLEISCHER,GER,45.18
502,50Km Race Walk,M,Berlin,1936,S,Arthur SCHWAB,SUI,4:32:09.2
503,4X100M Relay,W,Berlin,1936,S,,GBR,47.6
504,400M,M,Berlin,1936,S,Godfrey BROWN,GBR,46.7
505,400M Hurdles,M,Berlin,1936,B,Miguel WHITE,PHI,52.8
506,100M,W,Berlin,1936,S,Stanislawa WALASIEWICZ,POL,11.7
507,Discus Throw,W,Berlin,1936,B,Paula MOLLENHAUER,GER,39.8
508,4X100M Relay,W,Berlin,1936,G,,USA,46.9
509,Discus Throw,W,Berlin,1936,G,Gisela MAUERMAYER,GER,47.63
510,400M Hurdles,M,Berlin,1936,S,John LOARING,CAN,52.7
511,400M Hurdles,M,Berlin,1936,G,Glenn HARDIN,USA,52.4
512,100M,W,Berlin,1936,G,Helen STEPHENS,USA,11.5
513,Javelin Throw,W,Berlin,1936,B,Maria KWASNIEWSKA,POL,41.8
514,110M Hurdles,M,Berlin,1936,B,Fritz POLLARD,USA,14.4
515,4X100M Relay,W,Berlin,1936,B,,CAN,47.8
516,5000M,M,Berlin,1936,B,Henry JONSSON-KÃLARNE,SWE,14:29.0
517,400M,M,Berlin,1936,B,James Ellis LU VALLE,USA,46.8
518,5000M,M,Berlin,1936,S,Lauri LEHTINEN,FIN,14:25.8
519,5000M,M,Berlin,1936,G,Gunnar HÃCKERT,FIN,14:22.2
520,100M,W,Berlin,1936,B,KÃ¤the KRAUSS,GER,11.9
521,4X100M Relay,M,Berlin,1936,B,,GER,41.2
522,4X100M Relay,M,Berlin,1936,S,,ITA,41.1
523,110M Hurdles,M,Berlin,1936,G,Forrest TOWNS,USA,14.2
524,4X100M Relay,M,Berlin,1936,G,,USA,39.8
525,Decathlon,M,Berlin,1936,S,Robert Hyatt CLARK,USA,7601.0
526,Decathlon,M,Berlin,1936,G,Glenn MORRIS,USA,7900.0
527,400M,M,Berlin,1936,G,Archibald Franklin WILLIAMS,USA,46.5
528,110M Hurdles,M,Berlin,1936,S,Donald FINLAY,GBR,14.4
529,200M,M,Berlin,1936,G,Jesse OWENS,USA,20.7
530,200M,M,Berlin,1936,S,Matthew Mackenzie ROBINSON,USA,21.1
531,200M,M,Berlin,1936,B,Martinus OSENDARP,NED,21.3
532,Decathlon,M,Berlin,1936,B,Jack PARKER,USA,7275.0
533,800M,M,Berlin,1936,G,John WOODRUFF,USA,1:52.9
534,Javelin Throw,W,Berlin,1936,S,Luise KRÃGER,GER,43.29
535,Discus Throw,W,Berlin,1936,S,Jadwiga WAJS,POL,46.22
536,3000M Steeplechase,M,Berlin,1936,S,Kaarlo Jalmari TUOMINEN,FIN,9:06.8
537,3000M Steeplechase,M,Berlin,1936,B,Alfred DOMPERT,GER,9:07.2
538,Shot Put,M,Berlin,1936,G,Hans WOELLKE,GER,16.2
539,High Jump,W,Berlin,1936,S,Dorothy ODAM,GBR,1.6
540,High Jump,W,Berlin,1936,B,Elfriede KAUN,GER,1.6
541,Shot Put,M,Berlin,1936,B,Gerhard STÃCK,GER,15.66
542,100M,M,Berlin,1936,S,Ralph METCALFE,USA,10.4
543,Marathon,M,Berlin,1936,G,Kitei SON,JPN,2:29:19.2
544,High Jump,W,Berlin,1936,G,Ibolya CSÃK,HUN,1.6
545,4X400M Relay,M,Berlin,1936,G,,GBR,3:09.0
546,4X400M Relay,M,Berlin,1936,S,,USA,3:11.0
547,4X400M Relay,M,Berlin,1936,B,,GER,3:11.8
548,Marathon,M,Berlin,1936,S,Ernest HARPER,GBR,2:31:23.2
549,Marathon,M,Berlin,1936,B,Shoryu NAN,JPN,2:31:42.0
550,800M,M,Berlin,1936,B,Philip EDWARDS,CAN,1:53.6
551,50Km Race Walk,M,Berlin,1936,G,Harold WHITLOCK,GBR,4:30:41.4
552,100M,M,Berlin,1936,B,Martinus OSENDARP,NED,10.5
553,3000M Steeplechase,M,Berlin,1936,G,Volmari ISO-HOLLO,FIN,9:03.8
554,Shot Put,M,Berlin,1936,S,Sulo BÃRLUND,FIN,16.12
555,10000M,M,Berlin,1936,S,Arvo ASKOLA,FIN,30:15.6
556,Long Jump,M,Berlin,1936,B,Naoto TAJIMA,JPN,7.74
557,Long Jump,M,Berlin,1936,S,Luz LONG,GER,7.87
558,Long Jump,M,Berlin,1936,G,Jesse OWENS,USA,8.06
559,10000M,M,Berlin,1936,B,Volmari ISO-HOLLO,FIN,30:20.2
560,100M,M,Berlin,1936,G,Jesse OWENS,USA,10.3
561,10000M,M,Berlin,1936,G,Ilmari SALMINEN,FIN,30:15.4
562,800M,M,Berlin,1936,S,Mario LANZI,ITA,1:53.3
563,10000M,M,London,1948,S,Alain MIMOUN,FRA,30:47.4
564,200M,W,London,1948,S,Audrey WILLIAMSON,GBR,25.1
565,200M,W,London,1948,G,Fanny BLANKERS-KOEN,NED,24.4
566,100M,W,London,1948,S,Dorothy HALL,GBR,12.2
567,Javelin Throw,W,London,1948,S,Kaisa PARVIAINEN,FIN,43.79
568,Javelin Throw,W,London,1948,G,Herma BAUMA,AUT,45.57
569,High Jump,W,London,1948,G,Alice COACHMAN,USA,1.68
570,4X100M Relay,W,London,1948,S,,AUS,47.6
571,4X100M Relay,W,London,1948,G,,NED,47.5
572,110M Hurdles,M,London,1948,G,Bill PORTER,USA,13.9
573,110M Hurdles,M,London,1948,S,Clyde SCOTT,USA,14.1
574,110M Hurdles,M,London,1948,B,Craig DIXON,USA,14.1
575,50Km Race Walk,M,London,1948,G,John LJUNGGREN,SWE,4:41:52
576,50Km Race Walk,M,London,1948,S,Gaston GODEL,SUI,4:48:17
577,10000M,M,London,1948,B,Bertil ALBERTSSON,SWE,30:53.6
578,Marathon,M,London,1948,B,Etienne GAILLY,BEL,2:35:33.6
579,100M,W,London,1948,B,Shirley STRICKLAND,AUS,12.2
580,4X400M Relay,M,London,1948,G,,USA,3:10.4
581,Marathon,M,London,1948,S,Thomas John Henry RICHARDS,GBR,2:35:07.6
582,Marathon,M,London,1948,G,Delfo CABRERA,ARG,2:34:51.6
583,50Km Race Walk,M,London,1948,B,Terence Lloyd JOHNSON,GBR,4:48:31
584,400M,M,London,1948,B,Mal WHITFIELD,USA,46.9
585,400M,M,London,1948,S,Herbert MCKENLEY,JAM,46.4
586,400M,M,London,1948,G,Arthur WINT,JAM,46.2
587,1500M,M,London,1948,B,Willem SLIJKHUIS,NED,3:50.4
588,1500M,M,London,1948,S,Lennart STRAND,SWE,3:50.4
589,1500M,M,London,1948,G,Henry ERIKSSON,SWE,3:49.8
590,4X400M Relay,M,London,1948,B,,SWE,3:16.0
591,10000M,M,London,1948,G,Emil ZÃTOPEK,TCH,29:59.6
592,200M,W,London,1948,B,Audrey PATTERSON,USA,25.2
593,4X400M Relay,M,London,1948,S,,FRA,3:14.8
594,Javelin Throw,W,London,1948,B,Lily CARLSTEDT,DEN,42.08
595,5000M,M,London,1948,G,Gaston REIFF,BEL,14:17.6
596,5000M,M,London,1948,B,Willem SLIJKHUIS,NED,14:26.8
597,4X100M Relay,W,London,1948,B,,CAN,47.8
598,4X100M Relay,M,London,1948,G,,USA,40.6
599,4X100M Relay,M,London,1948,S,,GBR,41.3
600,4X100M Relay,M,London,1948,B,,ITA,41.5
601,Decathlon,M,London,1948,G,Bob MATHIAS,USA,7139.0
602,Decathlon,M,London,1948,S,Ignace HEINRICH,FRA,6974.0
603,400M Hurdles,M,London,1948,S,Duncan WHITE,SRI,51.8
604,Decathlon,M,London,1948,B,Floyd SIMMONS,USA,6950.0
605,200M,M,London,1948,B,Lloyd LABEACH,PAN,21.2
606,5000M,M,London,1948,S,Emil ZÃTOPEK,TCH,14:17.8
607,200M,M,London,1948,G,Mel PATTON,USA,21.1
608,100M,W,London,1948,G,Fanny BLANKERS-KOEN,NED,11.9
609,800M,M,London,1948,S,Arthur WINT,JAM,1:49.5
610,800M,M,London,1948,G,Mal WHITFIELD,USA,1:49.2
611,200M,M,London,1948,S,Barney EWELL,USA,21.1
612,400M Hurdles,M,London,1948,B,Rune LARSSON,SWE,52.2
613,400M Hurdles,M,London,1948,G,Roy Braxton COCHRAN,USA,51.1
614,Discus Throw,W,London,1948,S,Edera CORDIALE-GENTILE,ITA,41.17
615,Discus Throw,W,London,1948,B,Jacqueline MAZEAS,FRA,40.47
616,800M,M,London,1948,B,Marcel HANSENNE,FRA,1:49.8
617,100M,M,London,1948,S,Barney EWELL,USA,10.4
618,100M,M,London,1948,B,Lloyd LABEACH,PAN,10.6
619,100M,M,London,1948,G,Harrison DILLARD,USA,10.3
620,3000M Steeplechase,M,London,1948,G,Tore SJÃSTRAND,SWE,9:04.6
621,3000M Steeplechase,M,London,1948,S,Fritz Erik ELMSÃ?TER,SWE,9:08.2
622,3000M Steeplechase,M,London,1948,B,Gote Ernst HAGSTROM,SWE,9:11.8
623,High Jump,W,London,1948,B,Micheline OSTERMEYER,FRA,1.61
624,High Jump,W,London,1948,S,Dorothy ODAM,GBR,1.68
625,Discus Throw,W,London,1948,G,Micheline OSTERMEYER,FRA,41.92
626,800M,M,Helsinki,1952,B,Heinz ULZHEIMER,GER,1:49.7
627,100M,M,Helsinki,1952,S,Herbert MCKENLEY,JAM,10.4
628,Triple Jump,M,Helsinki,1952,S,Leonid SHCHERBAKOV,URS,15.98
629,100M,W,Helsinki,1952,B,Shirley STRICKLAND,AUS,11.9
630,800M,M,Helsinki,1952,S,Arthur WINT,JAM,1:49.4
631,Pole Vault,M,Helsinki,1952,S,Don LAZ,USA,4.5
632,Discus Throw,W,Helsinki,1952,S,Yelizaveta BAGRYANTSEVA,URS,47.08
633,100M,M,Helsinki,1952,G,Lindy REMIGINO,USA,10.4
634,Pole Vault,M,Helsinki,1952,G,Bob RICHARDS,USA,4.55
635,Shot Put,M,Helsinki,1952,S,Darrow Clarence HOOPER,USA,17.39
636,Decathlon,M,Helsinki,1952,G,Bob MATHIAS,USA,7887.0
637,Decathlon,M,Helsinki,1952,S,Milton Gray CAMPBELL,USA,6975.0
638,Discus Throw,W,Helsinki,1952,G,Nina ROMASHKOVA,URS,51.42
639,Decathlon,M,Helsinki,1952,B,Floyd SIMMONS,USA,6788.0
640,Long Jump,W,Helsinki,1952,G,Yvette WILLIAMS,NZL,6.24
641,Discus Throw,W,Helsinki,1952,B,Nina DUMBADZE,URS,46.29
642,800M,M,Helsinki,1952,G,Mal WHITFIELD,USA,1:49.2
643,4X100M Relay,M,Helsinki,1952,S,,URS,40.3
644,100M,W,Helsinki,1952,S,Daphne HASENJAGER,RSA,11.8
645,5000M,M,Helsinki,1952,G,Emil ZÃTOPEK,TCH,14:06.6
646,5000M,M,Helsinki,1952,S,Alain MIMOUN,FRA,14:07.4
647,5000M,M,Helsinki,1952,B,Herbert SCHADE,GER,14:08.6
648,Javelin Throw,M,Helsinki,1952,G,Cy YOUNG,USA,73.78
649,Long Jump,W,Helsinki,1952,S,Aleksandra CHUDINA,URS,6.14
650,Long Jump,W,Helsinki,1952,B,Shirley CAWLEY,GBR,5.92
651,Javelin Throw,M,Helsinki,1952,S,William Preston MILLER,USA,72.46
652,Javelin Throw,M,Helsinki,1952,B,Toivo HYYTIÃINEN,FIN,71.89
653,Triple Jump,M,Helsinki,1952,B,Arnoldo DEVONISH,VEN,15.52
654,4X400M Relay,M,Helsinki,1952,B,,GER,3:06.6
655,200M,W,Helsinki,1952,G,Marjorie JACKSON,AUS,23.7
656,110M Hurdles,M,Helsinki,1952,B,Arthur BARNARD,USA,14.1
657,4X400M Relay,M,Helsinki,1952,S,,USA,3:04.0
658,4X100M Relay,M,Helsinki,1952,B,,HUN,40.5
659,4X400M Relay,M,Helsinki,1952,G,,JAM,3:03.9
660,4X100M Relay,M,Helsinki,1952,G,,USA,40.1
661,110M Hurdles,M,Helsinki,1952,G,Harrison DILLARD,USA,13.7
662,200M,W,Helsinki,1952,B,Nadezhda KHNYKINA,URS,24.2
663,200M,W,Helsinki,1952,S,Bertha BROUWER,NED,24.2
664,100M,W,Helsinki,1952,G,Marjorie JACKSON,AUS,11.5
665,Pole Vault,M,Helsinki,1952,B,Ragnar Torsten LUNDBERG,SWE,4.4
666,100M,M,Helsinki,1952,B,Emmanuel McDONALD BAILEY,GBR,10.4
667,110M Hurdles,M,Helsinki,1952,S,Jack DAVIS,USA,13.7
668,Triple Jump,M,Helsinki,1952,G,Adhemar DA SILVA,BRA,16.22
669,Shot Put,M,Helsinki,1952,G,Parry O'BRIEN,USA,17.41
670,Shot Put,W,Helsinki,1952,G,Galina ZYBINA,URS,15.28
671,Marathon,M,Helsinki,1952,B,Gustaf JANSSON,SWE,2:26:07.0
672,Long Jump,M,Helsinki,1952,B,ÃâdÃÂ¶n FÃâLDESSY,HUN,7.3
673,Shot Put,W,Helsinki,1952,B,Klavdiya TOCHENOVA,URS,14.5
674,400M Hurdles,M,Helsinki,1952,G,Charles Hewes Jr. MOORE,USA,50.8
675,400M Hurdles,M,Helsinki,1952,S,Yury Nikolayevich LITUYEV,URS,51.3
676,400M Hurdles,M,Helsinki,1952,B,John Macfarlane HOLLAND,NZL,52.2
677,Marathon,M,Helsinki,1952,S,Reinaldo GORNO,ARG,2:25:35.0
678,Marathon,M,Helsinki,1952,G,Emil ZÃTOPEK,TCH,2:23:03.2
679,Shot Put,W,Helsinki,1952,S,Marianne WERNER,GER,14.57
680,Long Jump,M,Helsinki,1952,S,Meredith GOURDINE,USA,7.53
681,Javelin Throw,W,Helsinki,1952,G,Dana INGROVA-ZATOPKOVA,TCH,50.47
682,Javelin Throw,W,Helsinki,1952,S,Aleksandra CHUDINA,URS,50.01
683,Javelin Throw,W,Helsinki,1952,B,Yelena GORCHAKOVA,URS,49.76
684,200M,M,Helsinki,1952,B,James GATHERS,USA,20.8
685,200M,M,Helsinki,1952,S,Thane BAKER,USA,20.8
686,Hammer Throw,M,Helsinki,1952,B,Imre NÃMETH,HUN,57.74
687,200M,M,Helsinki,1952,G,Andy STANFIELD,USA,20.7
688,Hammer Throw,M,Helsinki,1952,S,Karl STORCH,GER,58.86
689,10000M,M,Helsinki,1952,B,Aleksandr ANUFRIYEV,URS,29:48.2
690,Shot Put,M,Helsinki,1952,B,James FUCHS,USA,17.06
691,3000M Steeplechase,M,Helsinki,1952,G,Horace ASHENFELTER,USA,08:45.4
692,3000M Steeplechase,M,Helsinki,1952,S,Vladimir KAZANTSEV,URS,08:51.6
693,3000M Steeplechase,M,Helsinki,1952,B,John DISLEY,GBR,08:51.8
694,High Jump,W,Helsinki,1952,B,Aleksandra CHUDINA,URS,1.63
695,High Jump,W,Helsinki,1952,S,Sheila LERWILL,GBR,1.65
696,High Jump,W,Helsinki,1952,G,Esther BRAND,RSA,1.67
697,Discus Throw,M,Helsinki,1952,B,James DILLION,USA,53.28
698,Discus Throw,M,Helsinki,1952,S,Adolfo CONSOLINI,ITA,53.78
699,Discus Throw,M,Helsinki,1952,G,Sim INESS,USA,55.03
700,50Km Race Walk,M,Helsinki,1952,G,Giuseppe DORDONI,ITA,4:28:07.8
701,50Km Race Walk,M,Helsinki,1952,S,Josef DOLEZAL,TCH,4:30:17.8
702,50Km Race Walk,M,Helsinki,1952,B,Antal RÃKA,HUN,4:31:27.2
703,10000M,M,Helsinki,1952,G,Emil ZÃTOPEK,TCH,29:17.0
704,10000M,M,Helsinki,1952,S,Alain MIMOUN,FRA,29:32.8
705,Hammer Throw,M,Helsinki,1952,G,JÃ³zsef CSERMÃK,HUN,60.34
706,Long Jump,M,Helsinki,1952,G,Jerome BIFFLE,USA,7.57
707,4X100M Relay,W,Helsinki,1952,B,,GBR,46.2
708,400M,M,Helsinki,1952,S,Herbert MCKENLEY,JAM,45.9
709,400M,M,Helsinki,1952,G,George RHODEN,JAM,45.9
710,4X100M Relay,W,Helsinki,1952,G,,USA,45.9
711,1500M,M,Helsinki,1952,G,Joseph BARTHEL,LUX,3:45.2
712,1500M,M,Helsinki,1952,S,Robert MCMILLEN,USA,3:45.2
713,High Jump,M,Helsinki,1952,G,Walt DAVIS,USA,2.04
714,400M,M,Helsinki,1952,B,Ollie MATSON,USA,46.8
715,1500M,M,Helsinki,1952,B,Werner LUEG,GER,3:45.4
716,4X100M Relay,W,Helsinki,1952,S,,GER,45.9
717,High Jump,M,Helsinki,1952,B,Jose TELLES DA CONCEICAO,BRA,1.98
718,High Jump,M,Helsinki,1952,S,Kenneth WIESNER,USA,2.01
719,400M,M,Melbourne / Stockholm,1956,B,Voitto HELLSTEN,FIN,47.0
720,400M,M,Melbourne / Stockholm,1956,S,Karl-Friedrich HAAS,EUA,46.8
721,400M,M,Melbourne / Stockholm,1956,G,Charles JENKINS,USA,46.7
722,10000M,M,Melbourne / Stockholm,1956,B,Allan LAWRENCE,AUS,28:53.6
723,3000M Steeplechase,M,Melbourne / Stockholm,1956,B,Ernst LARSEN,NOR,8:44.0
724,3000M Steeplechase,M,Melbourne / Stockholm,1956,S,SÃÂ¡ndor ROZSNYÃ?I,HUN,8:43.6
725,3000M Steeplechase,M,Melbourne / Stockholm,1956,G,Christopher William BRASHER,GBR,8:41.2
726,5000M,M,Melbourne / Stockholm,1956,S,Gordon PIRIE,GBR,13:50.6
727,100M,W,Melbourne / Stockholm,1956,S,Christa STUBNICK,EUA,11.7
728,100M,M,Melbourne / Stockholm,1956,B,Hector HOGAN,AUS,10.6
729,400M,M,Melbourne / Stockholm,1956,B,Ardalion IGNATYEV,URS,47.0
730,5000M,M,Melbourne / Stockholm,1956,B,Derek IBBOTSON,GBR,13:54.4
731,100M,M,Melbourne / Stockholm,1956,S,Thane BAKER,USA,10.5
732,50Km Race Walk,M,Melbourne / Stockholm,1956,G,Norman READ,NZL,4:30:42.8
733,4X400M Relay,M,Melbourne / Stockholm,1956,B,,GBR,3:07.2
734,4X400M Relay,M,Melbourne / Stockholm,1956,S,,AUS,3:06.2
735,4X400M Relay,M,Melbourne / Stockholm,1956,G,,USA,3:04.8
736,200M,W,Melbourne / Stockholm,1956,G,Betty CUTHBERT,AUS,23.4
